_id,fighterA1StrikeLanded,fighterA2StrikeLanded,fighterA3StrikeLanded,fighterADefensiveGrade,fighterAFighterGrade,fighterAGrapplingGrade,fighterAHeight,fighterAIMG,fighterAKickRate,fighterAKnockdownRate,fighterAName,fighterAPunchRate,fighterASUBRate,fighterAStance,fighterAStrikingGrade,fighterAStrikingRate,fighterAStunRate,fighterATDRate,fighterATimesKnockedDownRate,fighterATimesStunnedRate,fighterAURL,fighterB1StrikeLanded,fighterB2StrikeLanded,fighterB3StrikeLanded,fighterBDefensiveGrade,fighterBFighterGrade,fighterBGrapplingGrade,fighterBHeight,fighterBIMG,fighterBKickRate,fighterBKnockdownRate,fighterBName,fighterBPunchRate,fighterBSUBRate,fighterBStance,fighterBStrikingGrade,fighterBStrikingRate,fighterBStunRate,fighterBTDRate,fighterBTimesKnockedDownRate,fighterBTimesStunnedRate,fighterBURL,fighterCodeA,fighterCodeB
6441ae1965c91f6f4bae09c0,Left Jab to Head,Right Leg Kick,Right Straight to Head,77,83,82,"6'4""",https://a.espncdn.com/combiner/i?img=/i/headshots/mma/players/full/3922557.png,83.3%,0.4,Curtis Blaydes,29.6%,0,Switch,73,73,0.8,35.9%,0.4,0.8,https://www.fightstats.xyz/fighterdata/curtisblaydesrazor,Left Jab to Head,Right Uppercut to Head,Left Hook to Head,80,85,77,"6'3""",https://a.espncdn.com/combiner/i?img=/i/headshots/mma/players/full/4217395.png,0%,17.9,Sergei Pavlovich,65.5%,0,Orthodox,91,91,17.9,0%,0,0,https://www.fightstats.xyz/fighterdata/sergeipavlovich,CurtisBlaydesRazor,SergeiPavlovich
