_id,date,eventName,fight0LOSER,fight0METHOD,fight0ROUND,fight0TIME,fight0WC,fight0WINNER,fight0aLink,fight0bLink,fight10LOSER,fight10METHOD,fight10ROUND,fight10TIME,fight10WC,fight10WINNER,fight10aLink,fight10bLink,fight11LOSER,fight11METHOD,fight11ROUND,fight11TIME,fight11WC,fight11WINNER,fight11aLink,fight11bLink,fight12LOSER,fight12METHOD,fight12ROUND,fight12TIME,fight12WC,fight12WINNER,fight12aLink,fight12bLink,fight13LOSER,fight13METHOD,fight13ROUND,fight13TIME,fight13WC,fight13WINNER,fight13aLink,fight13bLink,fight14LOSER,fight14METHOD,fight14ROUND,fight14TIME,fight14WC,fight14WINNER,fight14aLink,fight14bLink,fight1LOSER,fight1METHOD,fight1ROUND,fight1TIME,fight1WC,fight1WINNER,fight1aLink,fight1bLink,fight2LOSER,fight2METHOD,fight2ROUND,fight2TIME,fight2WC,fight2WINNER,fight2aLink,fight2bLink,fight3LOSER,fight3METHOD,fight3ROUND,fight3TIME,fight3WC,fight3WINNER,fight3aLink,fight3bLink,fight4LOSER,fight4METHOD,fight4ROUND,fight4TIME,fight4WC,fight4WINNER,fight4aLink,fight4bLink,fight5LOSER,fight5METHOD,fight5ROUND,fight5TIME,fight5WC,fight5WINNER,fight5aLink,fight5bLink,fight6LOSER,fight6METHOD,fight6ROUND,fight6TIME,fight6WC,fight6WINNER,fight6aLink,fight6bLink,fight7LOSER,fight7METHOD,fight7ROUND,fight7TIME,fight7WC,fight7WINNER,fight7aLink,fight7bLink,fight8LOSER,fight8METHOD,fight8ROUND,fight8TIME,fight8WC,fight8WINNER,fight8aLink,fight8bLink,fight9LOSER,fight9METHOD,fight9ROUND,fight9TIME,fight9WC,fight9WINNER,fight9aLink,fight9bLink,fightPage,location,promotionName,venue
6445bba6056c2dc45ac0821a,"October 1, 2022 (2022-10-01)",UFC Fight Night Dern vs Yan,Mackenzie Dern,Decision,5,5:00,"Women's Strawweight",Yan Xiaonan,https://www.fightstats.xyz/search?q=Yan Xiaonan Profile,https://www.fightstats.xyz/search?q=Mackenzie Dern Profile,Randy Costa,Submission,1,1:04,Bantamweight,Guido Cannetti,https://www.fightstats.xyz/search?q=Guido Cannetti Profile,https://www.fightstats.xyz/search?q=Randy Costa Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Trinaldo,Decision,3,5:00,Welterweight,Randy Brown,https://www.fightstats.xyz/search?q=Randy Brown Profile,https://www.fightstats.xyz/search?q=Francisco Trinaldo Profile,Trevin Jones,Decision,3,5:00,Bantamweight,Raoni Barcelos,https://www.fightstats.xyz/search?q=Raoni Barcelos Profile,https://www.fightstats.xyz/search?q=Trevin Jones Profile,Don Shainis,Submission,1,0:30,Featherweight,Sodiq Yusuff,https://www.fightstats.xyz/search?q=Sodiq Yusuff Profile,https://www.fightstats.xyz/search?q=Don Shainis Profile,Viacheslav Borshchev,Decision,3,5:00,Lightweight,Mike Davis,https://www.fightstats.xyz/search?q=Mike Davis Profile,https://www.fightstats.xyz/search?q=Viacheslav Borshchev Profile,John Castañeda,KO,2,4:28,Catchweight (140 lb),Daniel Santos,https://www.fightstats.xyz/search?q=Daniel Santos Profile,https://www.fightstats.xyz/search?q=John Castañeda Profile,Aleksei Oleinik,Decision,3,5:00,Heavyweight,Ilir Latifi,https://www.fightstats.xyz/search?q=Ilir Latifi Profile,https://www.fightstats.xyz/search?q=Aleksei Oleinik Profile,Jesse Ronson,TKO,2,3:08,Lightweight,Joaquim Silva,https://www.fightstats.xyz/search?q=Joaquim Silva Profile,https://www.fightstats.xyz/search?q=Jesse Ronson Profile,Krzysztof Jotko,Submission,1,4:17,Middleweight,Brendan Allen,https://www.fightstats.xyz/search?q=Brendan Allen Profile,https://www.fightstats.xyz/search?q=Krzysztof Jotko Profile,Julija Stoliarenko,TKO,1,4:15,Catchweight (140 lb),Chelsea Chandler,https://www.fightstats.xyz/search?q=Chelsea Chandler Profile,https://www.fightstats.xyz/search?q=Julija Stoliarenko Profile,,"Enterprise, Nevada",Ultimate Fighting Championship,UFC Apex
6445bbab056c2dc45ac0821b,"September 17, 2022 (2022-09-17)",UFC Fight Night Sandhagen vs Song,Song Yadong,TKO,4,5:00,Bantamweight,Cory Sandhagen,https://www.fightstats.xyz/search?q=Cory Sandhagen Profile,https://www.fightstats.xyz/search?q=Song Yadong Profile,Mariya Agapova,Technical,2,2:19,"Women's Flyweight",Gillian Robertson,https://www.fightstats.xyz/search?q=Gillian Robertson Profile,https://www.fightstats.xyz/search?q=Mariya Agapova Profile,Tony Gravely,Decision,3,5:00,Bantamweight,Javid Basharat,https://www.fightstats.xyz/search?q=Javid Basharat Profile,https://www.fightstats.xyz/search?q=Tony Gravely Profile,Cameron VanCamp,TKO,1,3:49,Lightweight,Nikolas Motta,https://www.fightstats.xyz/search?q=Nikolas Motta Profile,https://www.fightstats.xyz/search?q=Cameron VanCamp Profile,,,,,,,,,,,,,,,,,Chidi Njokuani,TKO,2,1:27,Middleweight,Gregory Rodrigues,https://www.fightstats.xyz/search?q=Gregory Rodrigues Profile,https://www.fightstats.xyz/search?q=Chidi Njokuani Profile,Bill Algeo,Decision,3,5:00,Featherweight,Andre Fili,https://www.fightstats.xyz/search?q=Andre Fili Profile,https://www.fightstats.xyz/search?q=Bill Algeo Profile,Alen Amedovski,TKO,1,3:55,Middleweight,Joseph Pyfer,https://www.fightstats.xyz/search?q=Joseph Pyfer Profile,https://www.fightstats.xyz/search?q=Alen Amedovski Profile,Tanner Boser,Decision,3,5:00,Heavyweight,Rodrigo Nascimento,https://www.fightstats.xyz/search?q=Rodrigo Nascimento Profile,https://www.fightstats.xyz/search?q=Tanner Boser Profile,Marc-André Barriault,Technical,3,1:53,Middleweight,Anthony Hernandez,https://www.fightstats.xyz/search?q=Anthony Hernandez Profile,https://www.fightstats.xyz/search?q=Marc-André Barriault Profile,Pat Sabatini,TKO,1,1:09,Featherweight,Damon Jackson,https://www.fightstats.xyz/search?q=Damon Jackson Profile,https://www.fightstats.xyz/search?q=Pat Sabatini Profile,Louis Cosce,Decision,3,5:00,Welterweight,Trevin Giles,https://www.fightstats.xyz/search?q=Trevin Giles Profile,https://www.fightstats.xyz/search?q=Louis Cosce Profile,Denise Gomes,Decision,3,5:00,"Women's Strawweight",Loma Lookboonmee,https://www.fightstats.xyz/search?q=Loma Lookboonmee Profile,https://www.fightstats.xyz/search?q=Denise Gomes Profile,Daniel Zellhuber,Decision,3,5:00,Lightweight,Trey Ogden,https://www.fightstats.xyz/search?q=Trey Ogden Profile,https://www.fightstats.xyz/search?q=Daniel Zellhuber Profile,,"Enterprise, Nevada",Ultimate Fighting Championship,UFC Apex
6445bbb0056c2dc45ac0821c,"September 10, 2022 (2022-09-10)",UFC 279 Diaz vs Ferguson,Tony Ferguson,Submission,4,2:52,Welterweight,Nate Diaz,https://www.fightstats.xyz/search?q=Nate Diaz Profile,https://www.fightstats.xyz/search?q=Tony Ferguson Profile,Chad Anheliger,Decision,3,5:00,Bantamweight,Alateng Heili,https://www.fightstats.xyz/search?q=Alateng Heili Profile,https://www.fightstats.xyz/search?q=Chad Anheliger Profile,Melissa Martinez,Decision,3,5:00,"Women's Strawweight",Elise Reed,https://www.fightstats.xyz/search?q=Elise Reed Profile,https://www.fightstats.xyz/search?q=Melissa Martinez Profile,Darian Weeks,Decision,3,5:00,Welterweight,Yohan Lainesse,https://www.fightstats.xyz/search?q=Yohan Lainesse Profile,https://www.fightstats.xyz/search?q=Darian Weeks Profile,,,,,,,,,,,,,,,,,Kevin Holland,Submission,1,2:13,Catchweight (180 lb),Khamzat Chimaev,https://www.fightstats.xyz/search?q=Khamzat Chimaev Profile,https://www.fightstats.xyz/search?q=Kevin Holland Profile,Li Jingliang,Decision,3,5:00,Catchweight (180 lb),Daniel Rodriguez,https://www.fightstats.xyz/search?q=Daniel Rodriguez Profile,https://www.fightstats.xyz/search?q=Li Jingliang Profile,Macy Chiasson,KO,3,2:21,Catchweight (140 lb),Irene Aldana,https://www.fightstats.xyz/search?q=Irene Aldana Profile,https://www.fightstats.xyz/search?q=Macy Chiasson Profile,Ion Cuțelaba,Submission,1,4:37,Light Heavyweight,Johnny Walker,https://www.fightstats.xyz/search?q=Johnny Walker Profile,https://www.fightstats.xyz/search?q=Ion Cuțelaba Profile,Hakeem Dawodu,Decision,3,5:00,Catchweight (149.5 lb),Julian Erosa,https://www.fightstats.xyz/search?q=Julian Erosa Profile,https://www.fightstats.xyz/search?q=Hakeem Dawodu Profile,Anton Turkalj,Submission,1,4:27,Catchweight (220 lb),Jailton Almeida,https://www.fightstats.xyz/search?q=Jailton Almeida Profile,https://www.fightstats.xyz/search?q=Anton Turkalj Profile,Jamie Pickett,TKO,2,4:52,Middleweight,Denis Tiuliulin,https://www.fightstats.xyz/search?q=Denis Tiuliulin Profile,https://www.fightstats.xyz/search?q=Jamie Pickett Profile,Jake Collier,TKO,2,2:24,Catchweight (267.5 lb),Chris Barnett,https://www.fightstats.xyz/search?q=Chris Barnett Profile,https://www.fightstats.xyz/search?q=Jake Collier Profile,Danyelle Wolf,Decision,3,5:00,"Women's Featherweight",Norma Dumont,https://www.fightstats.xyz/search?q=Norma Dumont Profile,https://www.fightstats.xyz/search?q=Danyelle Wolf Profile,,"Paradise, Nevada",Ultimate Fighting Championship,T-Mobile Arena
6445bbb5056c2dc45ac0821d,"September 3, 2022 (2022-09-03)",UFC Fight Night Gane vs Tuivasa,Tai Tuivasa,KO,3,4:23,Heavyweight,Ciryl Gane,https://www.fightstats.xyz/search?q=Ciryl Gane Profile,https://www.fightstats.xyz/search?q=Tai Tuivasa Profile,Khalid Taha,TKO,1,3:15,Bantamweight,Cristian Quiñónez,https://www.fightstats.xyz/search?q=Cristian Quiñónez Profile,https://www.fightstats.xyz/search?q=Khalid Taha Profile,Ailín Pérez,Submission,2,4:54,"Women's Featherweight",Stephanie Egger,https://www.fightstats.xyz/search?q=Stephanie Egger Profile,https://www.fightstats.xyz/search?q=Ailín Pérez Profile,,,,,,,,,,,,,,,,,,,,,,,,,Marvin Vettori,Decision,3,5:00,Middleweight,Robert Whittaker,https://www.fightstats.xyz/search?q=Robert Whittaker Profile,https://www.fightstats.xyz/search?q=Marvin Vettori Profile,Joaquin Buckley,Decision,3,5:00,Middleweight,Nassourdine Imavov,https://www.fightstats.xyz/search?q=Nassourdine Imavov Profile,https://www.fightstats.xyz/search?q=Joaquin Buckley Profile,Alessio Di Chirico,KO,3,1:09,Middleweight,Roman Kopylov,https://www.fightstats.xyz/search?q=Roman Kopylov Profile,https://www.fightstats.xyz/search?q=Alessio Di Chirico Profile,Jarno Errens,Decision,3,5:00,Featherweight,William Gomis,https://www.fightstats.xyz/search?q=William Gomis Profile,https://www.fightstats.xyz/search?q=Jarno Errens Profile,Charles Jourdain,Decision,3,5:00,Featherweight,Nathaniel Wood,https://www.fightstats.xyz/search?q=Nathaniel Wood Profile,https://www.fightstats.xyz/search?q=Charles Jourdain Profile,Dustin Stoltzfus,KO,1,0:19,Middleweight,Abus Magomedov,https://www.fightstats.xyz/search?q=Abus Magomedov Profile,https://www.fightstats.xyz/search?q=Dustin Stoltzfus Profile,John Makdessi,Decision,3,5:00,Lightweight,Nasrat Haqparast,https://www.fightstats.xyz/search?q=Nasrat Haqparast Profile,https://www.fightstats.xyz/search?q=John Makdessi Profile,Michal Figlak,Decision,3,5:00,Lightweight,Farès Ziam,https://www.fightstats.xyz/search?q=Farès Ziam Profile,https://www.fightstats.xyz/search?q=Michal Figlak Profile,Gabriel Miranda,TKO,2,0:16,Lightweight,Benoît Saint-Denis,https://www.fightstats.xyz/search?q=Benoît Saint-Denis Profile,https://www.fightstats.xyz/search?q=Gabriel Miranda Profile,,Paris,Ultimate Fighting Championship,Accor Arena
6445bbba056c2dc45ac0821e,"August 20, 2022 (2022-08-20)",UFC 278 Usman vs Edwards 2,Kamaru Usman (c),KO,5,4:04,Welterweight,Leon Edwards,https://www.fightstats.xyz/search?q=Leon Edwards Profile,https://www.fightstats.xyz/search?q=Kamaru Usman (c) Profile,Jay Perrin,Decision,3,5:00,Bantamweight,Aori Qileng,https://www.fightstats.xyz/search?q=Aori Qileng Profile,https://www.fightstats.xyz/search?q=Jay Perrin Profile,Daniel Lacerda,TKO,1,3:39,Flyweight,Victor Altamirano,https://www.fightstats.xyz/search?q=Victor Altamirano Profile,https://www.fightstats.xyz/search?q=Daniel Lacerda Profile,,,,,,,,,,,,,,,,,,,,,,,,,Luke Rockhold,Decision,3,5:00,Middleweight,Paulo Costa,https://www.fightstats.xyz/search?q=Paulo Costa Profile,https://www.fightstats.xyz/search?q=Luke Rockhold Profile,José Aldo,Decision,3,5:00,Bantamweight,Merab Dvalishvili,https://www.fightstats.xyz/search?q=Merab Dvalishvili Profile,https://www.fightstats.xyz/search?q=José Aldo Profile,Wu Yanan,TKO,2,4:04,"Women's Bantamweight",Lucie Pudilová,https://www.fightstats.xyz/search?q=Lucie Pudilová Profile,https://www.fightstats.xyz/search?q=Wu Yanan Profile,Harry Hunsucker,TKO,1,1:05,Light Heavyweight,Tyson Pedro,https://www.fightstats.xyz/search?q=Tyson Pedro Profile,https://www.fightstats.xyz/search?q=Harry Hunsucker Profile,Alexander Romanov,Decision,3,5:00,Heavyweight,Marcin Tybura,https://www.fightstats.xyz/search?q=Marcin Tybura Profile,https://www.fightstats.xyz/search?q=Alexander Romanov Profile,Leonardo Santos,Decision,3,5:00,Lightweight,Jared Gordon,https://www.fightstats.xyz/search?q=Jared Gordon Profile,https://www.fightstats.xyz/search?q=Leonardo Santos Profile,Luis Saldaña,Draw,3,5:00,Featherweight,Sean Woodson,https://www.fightstats.xyz/search?q=Sean Woodson Profile,https://www.fightstats.xyz/search?q=Luis Saldaña Profile,A.J. Fletcher,Decision,3,5:00,Welterweight,Ange Loosa,https://www.fightstats.xyz/search?q=Ange Loosa Profile,https://www.fightstats.xyz/search?q=A.J. Fletcher Profile,Francisco Figueiredo,Submission,1,4:34,Flyweight,Amir Albazi,https://www.fightstats.xyz/search?q=Amir Albazi Profile,https://www.fightstats.xyz/search?q=Francisco Figueiredo Profile,,Salt Lake City,Ultimate Fighting Championship,Vivint Arena
6445bbbf056c2dc45ac0821f,"August 13, 2022 (2022-08-13)",UFC on ESPN Vera vs Cruz,Dominick Cruz,KO,4,2:17,Bantamweight,Marlon Vera,https://www.fightstats.xyz/search?q=Marlon Vera Profile,https://www.fightstats.xyz/search?q=Dominick Cruz Profile,"Ode' Osbourne",KO,1,2:59,Flyweight,Tyson Nam,https://www.fightstats.xyz/search?q=Tyson Nam Profile,"https://www.fightstats.xyz/search?q=Ode' Osbourne Profile",Jason Witt,KO,1,2:09,Catchweight (180 lb),Josh Quinlan,https://www.fightstats.xyz/search?q=Josh Quinlan Profile,https://www.fightstats.xyz/search?q=Jason Witt Profile,Youssef Zalal,Draw,3,5:00,Bantamweight,"Da'Mon Blackshear","https://www.fightstats.xyz/search?q=Da'Mon Blackshear Profile",https://www.fightstats.xyz/search?q=Youssef Zalal Profile,,,,,,,,,,,,,,,,,David Onama,Decision,3,5:00,Featherweight,Nate Landwehr,https://www.fightstats.xyz/search?q=Nate Landwehr Profile,https://www.fightstats.xyz/search?q=David Onama Profile,Iasmin Lucindo,Decision,3,5:00,"Women's Strawweight",Yazmin Jauregui,https://www.fightstats.xyz/search?q=Yazmin Jauregui Profile,https://www.fightstats.xyz/search?q=Iasmin Lucindo Profile,Devin Clark,TKO,3,1:18,Light Heavyweight,Azamat Murzakanov,https://www.fightstats.xyz/search?q=Azamat Murzakanov Profile,https://www.fightstats.xyz/search?q=Devin Clark Profile,Ariane Lipski,TKO,1,1:05,"Women's Bantamweight",Priscila Cachoeira,https://www.fightstats.xyz/search?q=Priscila Cachoeira Profile,https://www.fightstats.xyz/search?q=Ariane Lipski Profile,Bruno Silva,Submission,3,1:39,Middleweight,Gerald Meerschaert,https://www.fightstats.xyz/search?q=Gerald Meerschaert Profile,https://www.fightstats.xyz/search?q=Bruno Silva Profile,Lupita Godinez,Decision,3,5:00,Catchweight (120 lb),Angela Hill,https://www.fightstats.xyz/search?q=Angela Hill Profile,https://www.fightstats.xyz/search?q=Lupita Godinez Profile,Łukasz Brzeski,Decision,3,5:00,Heavyweight,Martin Buday,https://www.fightstats.xyz/search?q=Martin Buday Profile,https://www.fightstats.xyz/search?q=Łukasz Brzeski Profile,Cynthia Calvillo,Decision,3,5:00,"Women's Flyweight",Nina Nunes,https://www.fightstats.xyz/search?q=Nina Nunes Profile,https://www.fightstats.xyz/search?q=Cynthia Calvillo Profile,Charlie Ontiveros,TKO,1,3:35,Lightweight,Gabriel Benítez,https://www.fightstats.xyz/search?q=Gabriel Benítez Profile,https://www.fightstats.xyz/search?q=Charlie Ontiveros Profile,,San Diego,Ultimate Fighting Championship,Pechanga Arena
6445bbc5056c2dc45ac08220,"August 6, 2022 (2022-08-06)",UFC on ESPN Santos vs Hill,Thiago Santos,TKO,4,2:31,Light Heavyweight,Jamahal Hill,https://www.fightstats.xyz/search?q=Jamahal Hill Profile,https://www.fightstats.xyz/search?q=Thiago Santos Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicente Luque,KO,3,2:01,Welterweight,Geoff Neal,https://www.fightstats.xyz/search?q=Geoff Neal Profile,https://www.fightstats.xyz/search?q=Vicente Luque Profile,Zac Pauga,KO,2,0:36,Heavyweight,Mohammed Usman,https://www.fightstats.xyz/search?q=Mohammed Usman Profile,https://www.fightstats.xyz/search?q=Zac Pauga Profile,Brogan Walker-Sanchez,TKO,3,3:57,"Women's Flyweight",Juliana Miller,https://www.fightstats.xyz/search?q=Juliana Miller Profile,https://www.fightstats.xyz/search?q=Brogan Walker-Sanchez Profile,Augusto Sakai,TKO,2,3:42,Heavyweight,Sergey Spivak,https://www.fightstats.xyz/search?q=Sergey Spivak Profile,https://www.fightstats.xyz/search?q=Augusto Sakai Profile,Erick Gonzalez,Submission,1,2:17,Lightweight,Terrance McKinney,https://www.fightstats.xyz/search?q=Terrance McKinney Profile,https://www.fightstats.xyz/search?q=Erick Gonzalez Profile,Sam Alvey,TKO,1,1:56,Middleweight,Michał Oleksiejczuk,https://www.fightstats.xyz/search?q=Michał Oleksiejczuk Profile,https://www.fightstats.xyz/search?q=Sam Alvey Profile,Takashi Sato,KO,1,0:44,Welterweight,Bryan Battle,https://www.fightstats.xyz/search?q=Bryan Battle Profile,https://www.fightstats.xyz/search?q=Takashi Sato Profile,Miranda Granger,Submission,2,1:03,"Women's Strawweight",Cory McKenna,https://www.fightstats.xyz/search?q=Cory McKenna Profile,https://www.fightstats.xyz/search?q=Miranda Granger Profile,Stephanie Egger,Submission,1,1:17,"Women's Bantamweight",Mayra Bueno Silva,https://www.fightstats.xyz/search?q=Mayra Bueno Silva Profile,https://www.fightstats.xyz/search?q=Stephanie Egger Profile,,"Enterprise, Nevada",Ultimate Fighting Championship,UFC Apex
6445bbca056c2dc45ac08221,"July 30, 2022 (2022-07-30)",UFC 277 Peña vs Nunes 2,Julianna Peña (c),Decision,5,5:00,"Women's Bantamweight",Amanda Nunes,https://www.fightstats.xyz/search?q=Amanda Nunes Profile,https://www.fightstats.xyz/search?q=Julianna Peña (c) Profile,Ji Yeon Kim,Decision,3,5:00,Catchweight (137.5 lb),Joselyne Edwards,https://www.fightstats.xyz/search?q=Joselyne Edwards Profile,https://www.fightstats.xyz/search?q=Ji Yeon Kim Profile,Ihor Potieria,TKO,2,3:33,Light Heavyweight,Nicolae Negumereanu,https://www.fightstats.xyz/search?q=Nicolae Negumereanu Profile,https://www.fightstats.xyz/search?q=Ihor Potieria Profile,Mike Mathetha,Decision,3,5:00,Catchweight (172.5 lb),Orion Cosce,https://www.fightstats.xyz/search?q=Orion Cosce Profile,https://www.fightstats.xyz/search?q=Mike Mathetha Profile,,,,,,,,,,,,,,,,,Kai Kara-France,TKO,3,4:34,Flyweight,Brandon Moreno,https://www.fightstats.xyz/search?q=Brandon Moreno Profile,https://www.fightstats.xyz/search?q=Kai Kara-France Profile,Derrick Lewis,TKO,1,0:55,Heavyweight,Sergei Pavlovich,https://www.fightstats.xyz/search?q=Sergei Pavlovich Profile,https://www.fightstats.xyz/search?q=Derrick Lewis Profile,Alex Perez,Submission,1,1:31,Flyweight,Alexandre Pantoja,https://www.fightstats.xyz/search?q=Alexandre Pantoja Profile,https://www.fightstats.xyz/search?q=Alex Perez Profile,Anthony Smith,TKO,2,3:09,Light Heavyweight,Magomed Ankalaev,https://www.fightstats.xyz/search?q=Magomed Ankalaev Profile,https://www.fightstats.xyz/search?q=Anthony Smith Profile,Matthew Semelsberger,Decision,3,5:00,Welterweight,Alex Morono,https://www.fightstats.xyz/search?q=Alex Morono Profile,https://www.fightstats.xyz/search?q=Matthew Semelsberger Profile,Rafael Alves,KO,3,1:30,Lightweight,Drew Dober,https://www.fightstats.xyz/search?q=Drew Dober Profile,https://www.fightstats.xyz/search?q=Rafael Alves Profile,"Don'Tale Mayes",No contest,3,5:00,Heavyweight,Hamdy Abdelwahab,https://www.fightstats.xyz/search?q=Hamdy Abdelwahab Profile,"https://www.fightstats.xyz/search?q=Don'Tale Mayes Profile",Rafa García,Decision,3,5:00,Lightweight,Drakkar Klose,https://www.fightstats.xyz/search?q=Drakkar Klose Profile,https://www.fightstats.xyz/search?q=Rafa García Profile,Adam Fugitt,TKO,3,1:09,Welterweight,Michael Morales,https://www.fightstats.xyz/search?q=Michael Morales Profile,https://www.fightstats.xyz/search?q=Adam Fugitt Profile,,"Dallas, Texas",Ultimate Fighting Championship,American Airlines Center
6445bbcf056c2dc45ac08222,"July 23, 2022 (2022-07-23)",UFC Fight Night Blaydes vs Aspinall,Tom Aspinall,TKO,1,0:15,Heavyweight,Curtis Blaydes,https://www.fightstats.xyz/search?q=Curtis Blaydes Profile,https://www.fightstats.xyz/search?q=Tom Aspinall Profile,Charles Johnson,Decision,3,5:00,Flyweight,Muhammad Mokaev,https://www.fightstats.xyz/search?q=Muhammad Mokaev Profile,https://www.fightstats.xyz/search?q=Charles Johnson Profile,Kyle Nelson,Decision,3,5:00,Lightweight,Jai Herbert,https://www.fightstats.xyz/search?q=Jai Herbert Profile,https://www.fightstats.xyz/search?q=Kyle Nelson Profile,Mandy Böhm,Decision,3,5:00,"Women's Flyweight",Victoria Leonardo,https://www.fightstats.xyz/search?q=Victoria Leonardo Profile,https://www.fightstats.xyz/search?q=Mandy Böhm Profile,Cláudio Silva,Decision,3,5:00,Welterweight,Nicolas Dalby,https://www.fightstats.xyz/search?q=Nicolas Dalby Profile,https://www.fightstats.xyz/search?q=Cláudio Silva Profile,,,,,,,,,Chris Curtis,Decision,3,5:00,Middleweight,Jack Hermansson,https://www.fightstats.xyz/search?q=Jack Hermansson Profile,https://www.fightstats.xyz/search?q=Chris Curtis Profile,Jordan Leavitt,Submission,2,2:46,Lightweight,Paddy Pimblett,https://www.fightstats.xyz/search?q=Paddy Pimblett Profile,https://www.fightstats.xyz/search?q=Jordan Leavitt Profile,Alexander Gustafsson,KO,1,1:07,Light Heavyweight,Nikita Krylov,https://www.fightstats.xyz/search?q=Nikita Krylov Profile,https://www.fightstats.xyz/search?q=Alexander Gustafsson Profile,Hannah Goldy,TKO,1,3:52,"Women's Flyweight",Molly McCann,https://www.fightstats.xyz/search?q=Molly McCann Profile,https://www.fightstats.xyz/search?q=Hannah Goldy Profile,Paul Craig,Decision,3,5:00,Light Heavyweight,Volkan Oezdemir,https://www.fightstats.xyz/search?q=Volkan Oezdemir Profile,https://www.fightstats.xyz/search?q=Paul Craig Profile,Mason Jones,Decision,3,5:00,Lightweight,Ľudovít Klein,https://www.fightstats.xyz/search?q=Ľudovít Klein Profile,https://www.fightstats.xyz/search?q=Mason Jones Profile,Damir Hadžović,Decision,3,5:00,Lightweight,Marc Diakiese,https://www.fightstats.xyz/search?q=Marc Diakiese Profile,https://www.fightstats.xyz/search?q=Damir Hadžović Profile,Charles Rosa,Decision,3,5:00,Featherweight,Nathaniel Wood,https://www.fightstats.xyz/search?q=Nathaniel Wood Profile,https://www.fightstats.xyz/search?q=Charles Rosa Profile,Makwan Amirkhani,TKO,2,4:10,Featherweight,Jonathan Pearce,https://www.fightstats.xyz/search?q=Jonathan Pearce Profile,https://www.fightstats.xyz/search?q=Makwan Amirkhani Profile,,London,Ultimate Fighting Championship,The O2 Arena
6445bbd5056c2dc45ac08223,"July 16, 2022 (2022-07-16)",UFC on ABC Ortega vs Rodríguez,Brian Ortega,TKO,1,4:11,Featherweight,Yair Rodríguez,https://www.fightstats.xyz/search?q=Yair Rodríguez Profile,https://www.fightstats.xyz/search?q=Brian Ortega Profile,Dwight Grant,Decision,3,5:00,Middleweight,Dustin Stoltzfus,https://www.fightstats.xyz/search?q=Dustin Stoltzfus Profile,https://www.fightstats.xyz/search?q=Dwight Grant Profile,Jessica Penne,Decision,3,5:00,"Women's Strawweight",Emily Ducote,https://www.fightstats.xyz/search?q=Emily Ducote Profile,https://www.fightstats.xyz/search?q=Jessica Penne Profile,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Waterson,Submission,2,1:48,"Women's Strawweight",Amanda Lemos,https://www.fightstats.xyz/search?q=Amanda Lemos Profile,https://www.fightstats.xyz/search?q=Michelle Waterson Profile,Muslim Salikhov,TKO,2,4:38,Welterweight,Li Jingliang,https://www.fightstats.xyz/search?q=Li Jingliang Profile,https://www.fightstats.xyz/search?q=Muslim Salikhov Profile,Su Mudaerji,Technical,2,4:24,Flyweight,Matt Schnell,https://www.fightstats.xyz/search?q=Matt Schnell Profile,https://www.fightstats.xyz/search?q=Su Mudaerji Profile,Charles Jourdain,Decision,3,5:00,Featherweight,Shane Burgos,https://www.fightstats.xyz/search?q=Shane Burgos Profile,https://www.fightstats.xyz/search?q=Charles Jourdain Profile,Miesha Tate,Decision,3,5:00,"Women's Flyweight",Lauren Murphy,https://www.fightstats.xyz/search?q=Lauren Murphy Profile,https://www.fightstats.xyz/search?q=Miesha Tate Profile,Dalcha Lungiambula,KO,2,0:28,Middleweight,Punahele Soriano,https://www.fightstats.xyz/search?q=Punahele Soriano Profile,https://www.fightstats.xyz/search?q=Dalcha Lungiambula Profile,Jack Shore,Submission,2,3:28,Bantamweight,Ricky Simón,https://www.fightstats.xyz/search?q=Ricky Simón Profile,https://www.fightstats.xyz/search?q=Jack Shore Profile,Herbert Burns,TKO,2,1:50,Featherweight,Bill Algeo,https://www.fightstats.xyz/search?q=Bill Algeo Profile,https://www.fightstats.xyz/search?q=Herbert Burns Profile,Da Un Jung,KO,1,3:13,Light Heavyweight,Dustin Jacoby,https://www.fightstats.xyz/search?q=Dustin Jacoby Profile,https://www.fightstats.xyz/search?q=Da Un Jung Profile,,"Elmont, New York",Ultimate Fighting Championship,UBS Arena
