AmericanaWin,AnacondaWin,ArmTriangleWin,BeingClinched,BodyKicksAbsorbed,BulldogWin,CalfSlicerWin,CenterOctagon,CrossesAbsorbed,DEC,DarceWin,EzekielWin,FightsTracked,GogoplataWin,GuillotineWin,HeadKicksAbsorbed,HeelHookWin,HooksAbsorbed,InClinch,JabsAbsorbed,KO,KimuraWin,KneeBarWin,LegKicksAbsorbed,LeglockWin,MinutesTracked,NeckCrankWin,OmoplataWin,OnBottomGround,OnTopGround,OtherSubWin,PushedBackToCage,PushingAgainstCage,RNCWin,RoundsTracked,SUB,StraightArmLockWin,StraightsAbsorbed,SulovStretchWin,TKO,TimesKnockedDown,TimesStunned,TotalBodyKickAttempt,TotalBodyKickMake,TotalCrossAttempt,TotalCrossMake,TotalHeadKickAttempt,TotalHeadKickMake,TotalHookAttempt,TotalHookMake,TotalJabAttempt,TotalJabMake,TotalKnockDowns,TotalLegKickAttempt,TotalLegKickMake,TotalPositionPoints,TotalStraightAttempt,TotalStraightMake,TotalStuns,TotalTDAttempt,TotalTDMake,TotalUppercutAttempt,TotalUppercutMake,TriangleArmBarWin,TriangleWin,TwisterWin,UppercutsAbsorbed,_id,gymCode,gymCountry,gymLoss,gymName,gymState,gymWins,round1StrikesLanded,round2StrikesLanded,round3StrikesLanded,round4StrikesLanded,round5StrikesLanded
0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,3,0,62,0,56,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,21,0,1,2,2,18,9,0,0,6,0,276,106,138,19,0,33,28,0,62,19,0,31,5,11,5,0,0,0,9,63ba0b302e150208ef76e05a,RicardoAlmeidaJiuJitsu,United States,3,Ricardo Almeida Jiu Jitsu,New Jersey,1,99,74,39,19,23
0,0,0,0,23,0,0,0,0,2,0,0,5,0,0,7,0,192,0,154,0,0,0,86,0,0,0,0,0,0,0,0,0,0,16,0,0,74,0,0,3,6,33,20,0,0,10,1,320,88,548,173,0,48,38,0,177,50,1,6,2,57,26,0,0,0,18,63bc738f617593170c1da741,TeamSityodtong,United States,4,Team Sityodtong,Massachusetts,1,98,95,91,56,50
0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,1,1,0,0,0,0,8,1,42,18,8,5,3,1,0,0,13,6,0,4,3,6,3,0,0,0,0,63c07722d35a572f3863b29f,WarriorFightCamp,Indonesia,1,Warrior Fight Camp,North Jakarta,3,66,0,0,0,0
0,0,0,0,15,0,0,0,0,2,0,0,9,0,0,4,0,224,0,112,0,0,0,51,0,0,0,0,0,0,0,0,0,0,24,3,0,31,0,1,1,5,40,34,0,0,13,3,336,188,180,95,8,55,37,0,65,30,2,18,8,39,22,0,0,0,16,63c08ba9a43cf46f53924dd5,TeamFigueiredo,Brazil,2,Team Figueiredo,Belem,6,157,156,104,54,40
0,0,0,0,25,0,0,0,0,1,0,0,7,0,0,4,0,158,0,65,0,0,0,50,0,0,0,0,0,0,0,0,0,0,19,0,0,22,0,2,6,2,11,6,0,0,42,11,530,202,334,126,2,14,12,0,98,35,4,14,8,29,16,0,0,0,12,63c08bef0b79e9ef4e6d32af,EntramGym,Mexico,1,Entram Gym,Tijuana,4,155,111,157,33,10
0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,1,0,2,6,4,0,0,4,1,2,0,10,3,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,63c08c59432af0fbbe3eb2fa,ScottishHITSquad,Scotland,1,Scottish HIT Squad,Coatbridge,4,71,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,26,0,16,1,0,0,10,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,4,2,0,0,1,0,62,42,75,40,4,9,3,0,21,11,1,0,0,10,7,0,0,0,1,63d3f61d0e597c2f6b1c6a46,ScrappyMMA,Australia,0,Scrappy MMA,Perth,3,113,0,0,0,0
0,0,0,0,8,0,0,0,0,1,0,0,6,0,0,3,0,26,0,25,1,0,0,16,0,0,0,0,0,0,0,0,0,0,10,1,0,4,0,2,1,2,1,1,0,0,2,0,152,82,113,52,3,17,17,0,40,21,2,8,5,5,4,0,0,0,5,63d3f669f830d5ecf750966a,SaeksonMuayThai,United States,1,Saekson Muay Thai,Texas,5,127,63,29,0,0
0,0,0,0,25,0,0,0,0,2,0,0,7,0,0,1,0,242,0,124,3,0,0,78,0,0,0,0,0,0,0,0,0,0,24,0,0,107,0,0,0,3,88,53,0,0,58,7,156,68,287,120,8,144,118,0,120,42,3,18,8,25,10,0,0,0,25,63d3f6a1c66abdd5de1e819a,TeamOyama,United States,2,Team Oyama,Irvine,5,140,197,207,46,32
0,0,0,0,36,0,0,0,0,4,0,0,9,0,0,2,0,124,0,55,1,0,0,108,0,0,0,0,0,0,0,0,0,0,28,2,0,33,0,1,1,1,127,110,0,0,26,13,272,156,430,242,3,213,170,0,102,62,11,21,9,36,24,0,0,0,13,63e7f1886c1235ec0c0b7e12,MMAFactory,France,2,MMA Factory,Paris,7,219,233,215,88,68
0,0,0,0,34,0,0,0,0,7,0,0,12,0,0,3,0,114,0,68,0,0,0,95,0,0,0,0,0,0,0,0,0,0,39,1,0,62,0,3,2,2,143,83,0,0,85,5,522,130,546,131,0,156,109,0,210,68,2,189,54,31,12,0,0,0,9,64067de2052ef81be56c8c4a,Serra-LongoFightTeam,USA,0,Serra-Longo Fight Team,Long Island,12,428,469,247,99,70
0,0,0,0,47,0,0,0,0,1,0,0,7,0,0,4,0,136,0,73,0,0,0,58,0,0,0,0,0,0,0,0,0,0,19,0,0,36,0,1,3,4,26,17,0,0,14,2,550,208,336,80,1,86,66,0,189,83,9,8,0,19,9,0,0,0,9,64090dacb71a0f1733a42e92,MMALab,USA,4,MMA Lab,Glendale,3,165,145,147,22,23
